zone,sample_id,nitrogen,phosphorus,potassium,ph,ec,moisture,temperature,status,imbalance_type,timestamp
A,S_A_038,30.27,27.81,87.05,6.0,670.97,56.07,34.6,Unstable,Variable Stability,1778346451
E,S_E_575,39.9,12.38,40.54,7.59,1763.81,-0.96,22.2,Unstable,Phosphorus Imbalance (Low),1776413251
D,S_D_585,66.48,18.98,12.92,4.5,1886.95,33.78,26.8,Unstable,Acidic Trend,1776377251
A,S_A_531,48.53,11.57,75.98,6.76,863.41,47.8,29.5,Unstable,Phosphorus Imbalance (Low),1776571651
C,S_C_243,10.69,-9.91,65.98,4.27,821.41,54.96,16.7,Unstable,Acidic Trend,1777608451
D,S_D_081,70.13,1.25,100.12,5.3,1431.61,82.72,17.0,Stable,Acidic Trend,1778191651
B,S_B_1149,63.06,30.35,71.48,6.88,-163.14,60.5,28.2,Unstable,Variable Stability,1774346851
C,S_C_385,-17.87,27.84,14.26,3.7,-724.78,41.96,27.1,Unstable,Phosphorus Imbalance (Low),1777097251
E,S_E_693,38.11,16.93,60.49,6.84,569.91,94.99,18.9,Unstable,Variable Stability,1775988451
B,S_B_1026,71.77,13.52,80.6,6.87,903.34,51.2,17.9,Unstable,Phosphorus Imbalance (Low),1774789651
A,S_A_1074,33.27,26.87,60.32,6.06,126.28,37.32,26.2,Stable,Stable / Optimal,1774616851
A,S_A_1198,42.46,17.33,24.49,5.57,424.22,72.77,30.7,Unstable,Potassium Imbalance (Low),1774170451
E,S_E_339,47.01,49.85,24.1,6.67,1753.15,57.17,21.0,Unstable,Phosphorus Imbalance (Low),1777262851
A,S_A_264,53.08,19.11,32.69,5.91,34.67,55.72,35.3,Unstable,High Salinity Trend,1777532851
B,S_B_530,29.97,23.19,101.32,6.56,589.16,50.24,32.6,Stable,Nitrogen Imbalance (Low),1776575251
E,S_E_529,22.79,52.83,91.98,5.48,-405.5,68.66,28.4,Unstable,Nitrogen Imbalance (Low),1776578851
A,S_A_908,61.81,15.55,48.51,7.45,103.99,52.17,37.3,Unstable,Variable Stability,1775214451
B,S_B_136,57.03,21.31,42.01,5.97,845.35,60.64,28.5,Stable,Nitrogen Imbalance (Low),1777993651
B,S_B_194,67.16,22.67,99.2,6.56,704.99,50.25,25.7,Unstable,Variable Stability,1777784851
A,S_A_961,42.33,13.89,81.57,7.36,1000.46,50.73,27.0,Stable,Phosphorus Imbalance (Low),1775023651
A,S_A_240,17.81,17.4,54.55,6.47,58.22,39.99,26.7,Unstable,Nitrogen Imbalance (Low),1777619251
A,S_A_200,44.25,19.34,33.96,6.79,902.49,32.34,24.4,Unstable,Potassium Imbalance (Low),1777763251
C,S_C_018,-25.62,7.46,40.69,4.99,1591.16,28.78,55.1,Unstable,Potassium Imbalance (Low),1778418451
E,S_E_670,9.13,19.56,52.65,4.76,1023.86,78.22,39.8,Unstable,Acidic Trend,1776071251
D,S_D_711,88.9,2.28,112.94,4.64,977.97,50.03,37.7,Unstable,Acidic Trend,1775923651
D,S_D_1115,62.18,1.15,52.51,5.97,605.88,90.02,37.0,Unstable,Phosphorus Imbalance (Low),1774469251
E,S_E_991,36.84,34.73,85.93,8.5,936.62,37.72,37.1,Unstable,Potassium Imbalance (Low),1774915651
A,S_A_326,35.18,33.6,62.99,6.08,649.6,47.57,26.0,Unstable,Variable Stability,1777309651
C,S_C_278,-23.07,-10.39,6.91,3.97,-86.63,23.25,18.5,Unstable,Acidic Trend,1777482451
E,S_E_1024,34.03,12.45,73.54,7.19,700.69,54.96,20.3,Unstable,Phosphorus Imbalance (Low),1774796851
D,S_D_819,57.09,3.89,74.27,6.26,657.17,41.37,16.3,Unstable,Phosphorus Imbalance (Low),1775534851
A,S_A_102,58.62,11.89,26.72,6.38,499.88,60.06,26.3,Unstable,Potassium Imbalance (Low),1778116051
B,S_B_538,46.25,22.47,44.56,7.14,544.23,54.79,26.6,Unstable,Variable Stability,1776546451
E,S_E_462,68.86,-6.72,104.61,5.59,-40.69,93.82,11.8,Unstable,Phosphorus Imbalance (Low),1776820051
A,S_A_878,45.39,28.51,64.93,6.14,590.79,37.17,28.0,Stable,Stable / Optimal,1775322451
E,S_E_1093,15.31,34.37,94.87,6.46,16.34,57.22,18.9,Unstable,Stable / Optimal,1774548451
A,S_A_409,76.75,26.04,77.62,5.57,68.01,48.53,27.7,Unstable,High Salinity Trend,1777010851
D,S_D_146,68.7,83.1,185.93,4.43,-557.54,81.14,34.3,Unstable,Variable Stability,1777957651
B,S_B_045,41.29,26.06,41.26,6.79,790.64,72.15,23.8,Stable,Stable / Optimal,1778321251
B,S_B_1088,55.05,41.07,40.65,6.37,363.78,45.23,32.8,Unstable,Variable Stability,1774566451
B,S_B_155,58.8,28.83,49.3,5.86,554.49,56.58,27.6,Stable,Stable / Optimal,1777925251
C,S_C_458,14.33,-9.97,7.63,3.6,-85.01,38.97,25.3,Unstable,Acidic Trend,1776834451
A,S_A_894,52.57,23.96,89.76,6.34,411.27,47.46,28.1,Unstable,Variable Stability,1775264851
A,S_A_1182,46.19,33.55,78.48,6.44,468.55,43.78,37.4,Unstable,Variable Stability,1774228051
D,S_D_1056,45.57,4.63,111.62,6.54,-155.4,91.94,18.9,Unstable,Phosphorus Imbalance (Low),1774681651
E,S_E_523,33.74,32.9,-65.38,4.32,1120.61,39.98,33.3,Unstable,Acidic Trend,1776600451
D,S_D_099,80.64,33.56,66.55,3.5,2730.13,56.17,56.4,Unstable,High Salinity Trend,1778126851
D,S_D_867,49.49,59.32,89.72,5.38,59.23,101.99,24.0,Unstable,Acidic Trend,1775362051
D,S_D_726,58.07,17.61,58.65,5.04,178.13,122.88,26.3,Unstable,Variable Stability,1775869651
A,S_A_731,60.24,29.51,43.11,5.75,858.1,52.22,33.0,Stable,Potassium Imbalance (Low),1775851651
A,S_A_1033,61.27,40.78,49.93,5.96,21.02,56.12,16.6,Stable,Acidic Trend,1774764451
C,S_C_667,-12.85,27.52,102.64,3.5,1251.86,68.34,31.7,Stable,Stable / Optimal,1776082051
E,S_E_859,63.67,20.19,6.85,6.82,1205.45,87.22,33.2,Unstable,Potassium Imbalance (Low),1775390851
E,S_E_097,70.23,15.66,88.65,5.73,-540.3,92.34,45.0,Unstable,Phosphorus Imbalance (Low),1778134051
A,S_A_978,59.34,24.38,67.08,5.39,124.49,59.58,29.5,Unstable,Acidic Trend,1774962451
E,S_E_170,16.81,32.06,108.25,8.22,1622.64,62.65,26.2,Unstable,Nitrogen Imbalance (Low),1777871251
C,S_C_223,28.36,-1.27,12.62,4.8,538.37,11.18,49.3,Stable,Acidic Trend,1777680451
B,S_B_026,32.84,38.64,65.62,5.83,251.2,25.9,18.5,Stable,Stable / Optimal,1778389651
B,S_B_010,62.36,12.63,65.93,7.64,84.75,35.17,32.3,Stable,Phosphorus Imbalance (Low),1778447251
E,S_E_681,46.23,31.97,137.54,4.63,2103.99,59.87,14.3,Unstable,Acidic Trend,1776031651
A,S_A_587,41.88,28.03,66.77,7.38,886.77,73.55,26.5,Stable,Stable / Optimal,1776370051
E,S_E_655,50.19,8.78,126.9,5.12,2260.23,74.79,24.9,Unstable,Acidic Trend,1776125251
C,S_C_421,46.57,13.19,60.57,4.81,-833.77,1.07,30.4,Unstable,Acidic Trend,1776967651
E,S_E_956,97.54,38.4,68.14,5.32,723.74,63.86,6.3,Unstable,Acidic Trend,1775041651
C,S_C_319,30.84,27.12,-21.93,4.71,-33.41,68.9,41.0,Unstable,Acidic Trend,1777334851
E,S_E_825,34.6,39.9,-45.74,6.54,1983.17,27.51,32.5,Unstable,Potassium Imbalance (Low),1775513251
B,S_B_561,70.0,26.75,46.21,6.68,315.22,37.21,31.0,Unstable,Acidic Trend,1776463651
C,S_C_650,-27.24,-2.96,95.27,5.43,1201.06,56.66,42.7,Unstable,Acidic Trend,1776143251
B,S_B_670,28.75,34.02,52.65,6.21,594.76,68.85,25.4,Stable,Stable / Optimal,1776071251
B,S_B_345,45.55,15.07,64.23,5.51,572.88,62.0,22.4,Stable,Stable / Optimal,1777241251
A,S_A_473,47.78,30.68,39.34,6.04,46.2,56.55,23.2,Unstable,Potassium Imbalance (Low),1776780451
E,S_E_440,63.39,44.75,23.71,7.04,893.84,42.85,30.0,Unstable,High Salinity Trend,1776899251
A,S_A_1159,37.61,26.39,45.66,6.89,128.64,45.21,27.9,Unstable,Stable / Optimal,1774310851
A,S_A_133,40.0,15.4,39.25,6.79,1127.2,41.78,27.5,Unstable,Potassium Imbalance (Low),1778004451
B,S_B_337,41.14,30.71,74.46,6.26,259.22,42.15,34.5,Unstable,High Salinity Trend,1777270051
C,S_C_089,15.37,38.73,-54.68,4.67,30.86,40.7,33.0,Unstable,Acidic Trend,1778162851
B,S_B_433,36.07,21.38,19.74,5.3,576.2,48.37,26.2,Unstable,Variable Stability,1776924451
B,S_B_122,44.13,13.86,34.16,5.6,667.01,54.06,28.4,Unstable,Potassium Imbalance (Low),1778044051
E,S_E_628,57.83,9.0,100.86,5.84,1419.6,40.44,20.0,Stable,Phosphorus Imbalance (Low),1776222451
A,S_A_1189,54.79,17.35,70.79,5.08,95.67,49.23,22.8,Unstable,Nitrogen Imbalance (Low),1774202851
D,S_D_779,73.39,49.84,41.34,5.81,56.86,102.44,22.5,Stable,Variable Stability,1775678851
D,S_D_372,77.64,-3.05,51.77,5.04,-141.6,51.45,31.6,Unstable,Nitrogen Imbalance (Low),1777144051
E,S_E_017,94.12,44.05,26.58,5.05,1205.75,76.8,12.8,Unstable,Acidic Trend,1778422051
A,S_A_682,32.32,12.76,68.44,6.37,409.54,56.82,25.9,Unstable,High Salinity Trend,1776028051
B,S_B_578,51.83,21.08,31.4,6.75,26.92,66.74,24.2,Stable,Potassium Imbalance (Low),1776402451
D,S_D_806,47.82,19.8,109.18,6.45,973.01,65.18,31.8,Unstable,Variable Stability,1775581651
D,S_D_1001,12.37,23.09,96.85,7.97,977.7,67.79,33.0,Unstable,Potassium Imbalance (Low),1774879651
D,S_D_963,43.08,4.92,147.37,7.07,719.59,35.36,41.7,Stable,Stable / Optimal,1775016451
C,S_C_503,3.73,15.75,10.02,3.5,519.04,44.62,39.1,Unstable,Acidic Trend,1776672451
E,S_E_887,74.4,12.85,140.59,6.12,737.28,51.04,26.5,Unstable,Phosphorus Imbalance (Low),1775290051
C,S_C_1152,38.21,36.42,79.74,3.83,643.58,34.84,33.5,Stable,High Salinity Trend,1774336051
E,S_E_843,42.56,13.8,-26.58,4.48,1094.18,81.9,21.1,Unstable,Acidic Trend,1775448451
B,S_B_175,42.98,15.59,92.64,5.9,375.38,54.12,25.0,Unstable,Variable Stability,1777853251
B,S_B_746,25.5,32.67,84.54,5.48,392.14,69.3,26.8,Unstable,Stable / Optimal,1775797651
A,S_A_169,69.66,19.37,95.26,5.7,183.35,59.81,30.4,Unstable,Variable Stability,1777874851
D,S_D_472,-8.91,41.0,67.83,5.42,848.89,84.59,23.8,Stable,Acidic Trend,1776784051
D,S_D_1148,65.48,26.37,61.09,5.75,1165.93,92.78,24.5,Unstable,Nitrogen Imbalance (Low),1774350451
A,S_A_502,24.19,24.53,72.45,6.5,495.28,54.24,28.9,Unstable,Nitrogen Imbalance (Low),1776676051
B,S_B_604,41.7,32.29,52.19,6.45,26.38,70.15,35.0,Unstable,Variable Stability,1776308851
A,S_A_882,65.87,16.73,43.75,5.9,260.26,50.77,25.0,Unstable,Variable Stability,1775308051
A,S_A_707,51.42,31.83,16.95,5.67,553.06,67.79,27.1,Unstable,Potassium Imbalance (Low),1775938051
C,S_C_967,-48.15,45.07,4.39,3.5,-371.48,37.67,19.4,Unstable,Acidic Trend,1775002051
B,S_B_1124,61.54,20.4,72.87,5.64,1342.54,50.59,34.2,Stable,Variable Stability,1774436851
C,S_C_494,-1.79,15.33,13.58,3.5,-279.34,63.86,33.1,Unstable,Acidic Trend,1776704851
D,S_D_217,103.42,21.62,175.22,5.46,270.82,98.43,43.4,Unstable,Acidic Trend,1777702051
C,S_C_160,25.92,0.95,-5.34,4.11,-551.22,20.61,34.6,Unstable,Acidic Trend,1777907251
A,S_A_231,52.95,33.52,47.88,5.74,409.26,49.16,25.8,Unstable,Potassium Imbalance (Low),1777651651
E,S_E_292,70.21,42.3,67.85,4.07,440.53,85.57,40.8,Stable,Acidic Trend,1777432051
B,S_B_355,40.82,17.45,90.19,5.26,716.82,58.74,37.7,Stable,Acidic Trend,1777205251
D,S_D_640,62.95,7.47,81.69,7.02,1740.95,74.21,8.0,Unstable,Phosphorus Imbalance (Low),1776179251
E,S_E_295,56.08,2.11,113.7,8.5,10.53,42.93,27.9,Unstable,Phosphorus Imbalance (Low),1777421251
D,S_D_1187,58.61,11.8,88.6,6.45,1041.4,86.5,25.3,Stable,Phosphorus Imbalance (Low),1774210051
D,S_D_002,89.81,-15.14,-5.56,7.98,1436.64,93.46,26.2,Unstable,Potassium Imbalance (Low),1778476051
E,S_E_418,59.49,16.67,53.15,5.0,1841.5,39.93,23.7,Unstable,Acidic Trend,1776978451
E,S_E_276,82.43,6.01,87.61,3.5,737.41,101.09,25.8,Unstable,Acidic Trend,1777489651
A,S_A_018,59.42,19.44,64.35,6.51,350.56,45.11,23.9,Stable,Stable / Optimal,1778418451
E,S_E_376,109.45,71.38,53.43,4.39,554.92,82.91,15.0,Unstable,Acidic Trend,1777129651
C,S_C_469,39.05,5.74,-22.6,5.46,60.46,21.35,23.4,Unstable,Acidic Trend,1776794851
B,S_B_455,7.07,24.46,53.9,5.59,224.97,72.11,28.5,Unstable,Nitrogen Imbalance (Low),1776845251
A,S_A_1130,53.47,13.68,55.65,6.04,475.93,59.76,25.7,Unstable,Phosphorus Imbalance (Low),1774415251
B,S_B_1130,32.33,1.61,62.15,6.47,451.26,55.0,27.6,Unstable,Phosphorus Imbalance (Low),1774415251
A,S_A_1091,31.03,12.48,84.25,6.08,458.56,69.1,29.4,Unstable,High Salinity Trend,1774555651
E,S_E_804,59.03,13.31,61.88,8.5,506.52,67.73,21.5,Stable,Phosphorus Imbalance (Low),1775588851
D,S_D_859,29.16,25.42,19.24,6.91,1170.72,34.02,16.3,Unstable,Nitrogen Imbalance (Low),1775390851
B,S_B_299,43.16,29.04,-0.17,6.37,436.13,44.92,27.4,Unstable,Potassium Imbalance (Low),1777406851
C,S_C_634,17.78,9.09,-61.7,5.95,-546.03,18.26,24.0,Unstable,Nitrogen Imbalance (Low),1776200851
B,S_B_682,31.09,19.03,63.19,7.61,320.84,54.55,29.4,Unstable,Variable Stability,1776028051
C,S_C_263,7.18,-21.73,-54.58,5.84,1702.46,15.1,28.1,Stable,Nitrogen Imbalance (Low),1777536451
E,S_E_314,60.53,16.21,64.09,5.91,288.25,107.0,38.4,Stable,Acidic Trend,1777352851
C,S_C_1014,-47.11,4.88,37.07,4.55,430.0,3.53,36.4,Unstable,Acidic Trend,1774832851
A,S_A_697,10.24,17.03,35.17,6.36,711.46,60.95,23.9,Unstable,Nitrogen Imbalance (Low),1775974051
D,S_D_824,36.64,33.81,73.91,7.13,2700.52,68.26,19.8,Unstable,Potassium Imbalance (Low),1775516851
C,S_C_1085,76.01,-1.56,96.53,4.48,-394.03,41.95,22.8,Stable,Acidic Trend,1774577251
A,S_A_536,43.47,35.08,123.13,6.61,537.7,47.4,22.5,Unstable,Variable Stability,1776553651
C,S_C_228,-12.57,-6.59,-14.31,5.93,654.52,22.04,22.4,Unstable,Variable Stability,1777662451
C,S_C_764,-20.12,-4.0,50.58,4.76,171.07,-5.54,38.7,Stable,Stable / Optimal,1775732851
C,S_C_1093,-20.03,8.33,-6.41,4.83,-155.65,66.54,32.4,Stable,Acidic Trend,1774548451
D,S_D_054,21.99,34.74,61.24,4.52,246.3,-1.18,31.6,Stable,Acidic Trend,1778288851
C,S_C_195,43.18,25.14,17.06,3.5,-1330.94,-19.05,37.5,Unstable,Acidic Trend,1777781251
E,S_E_918,59.75,25.96,-15.08,6.47,1942.35,48.09,20.4,Unstable,Potassium Imbalance (Low),1775178451
E,S_E_711,47.73,13.93,41.77,8.5,370.6,39.82,43.9,Stable,Phosphorus Imbalance (Low),1775923651
A,S_A_1048,31.22,47.76,51.63,7.01,942.88,48.38,19.9,Stable,Variable Stability,1774710451
E,S_E_885,123.71,21.14,57.45,6.27,1658.78,60.24,32.2,Stable,High Salinity Trend,1775297251
E,S_E_219,63.62,53.6,113.94,7.86,975.4,-6.77,20.2,Unstable,Variable Stability,1777694851
A,S_A_015,61.33,8.17,70.93,5.92,-195.36,46.27,31.1,Unstable,Phosphorus Imbalance (Low),1778429251
D,S_D_143,111.18,15.63,83.11,5.86,-578.06,71.66,30.7,Unstable,Variable Stability,1777968451
D,S_D_708,95.38,-7.03,80.59,5.86,449.66,92.46,26.2,Unstable,Phosphorus Imbalance (Low),1775934451
E,S_E_1074,80.89,23.16,22.53,5.5,1418.64,53.83,25.9,Unstable,Potassium Imbalance (Low),1774616851
B,S_B_1148,58.8,12.74,39.37,6.78,497.66,62.25,29.9,Unstable,Potassium Imbalance (Low),1774350451
E,S_E_891,99.13,40.03,58.5,5.92,-51.13,92.15,38.7,Unstable,Variable Stability,1775275651
B,S_B_365,61.2,2.17,72.0,6.39,164.8,49.27,30.4,Unstable,Phosphorus Imbalance (Low),1777169251
E,S_E_820,-36.02,0.21,139.11,5.18,429.06,74.27,35.8,Unstable,Phosphorus Imbalance (Low),1775531251
B,S_B_665,45.54,14.9,54.12,6.04,298.94,53.86,26.8,Unstable,Phosphorus Imbalance (Low),1776089251
C,S_C_695,14.38,3.02,-2.34,5.1,-10.45,17.4,16.7,Unstable,Acidic Trend,1775981251
A,S_A_066,67.03,23.39,59.77,5.19,794.39,49.13,24.0,Stable,Stable / Optimal,1778245651
C,S_C_1004,-31.02,46.82,18.24,3.92,-1430.22,36.47,30.4,Unstable,Acidic Trend,1774868851
E,S_E_610,49.68,3.39,84.36,7.4,1771.99,36.63,25.6,Unstable,Phosphorus Imbalance (Low),1776287251
E,S_E_1055,48.44,-13.56,103.8,5.26,1983.03,23.86,27.6,Unstable,Acidic Trend,1774685251
C,S_C_011,52.67,-8.18,2.58,5.62,634.32,-2.7,26.7,Unstable,Potassium Imbalance (Low),1778443651
E,S_E_970,84.91,21.15,77.71,6.44,609.27,62.74,27.3,Unstable,Variable Stability,1774991251
C,S_C_442,3.85,-4.89,47.59,5.3,-1151.87,48.84,33.9,Unstable,Acidic Trend,1776892051
B,S_B_809,23.13,39.52,61.31,5.99,514.07,54.89,33.2,Unstable,Nitrogen Imbalance (Low),1775570851
B,S_B_073,30.17,9.92,80.12,6.13,345.61,41.88,27.6,Unstable,Phosphorus Imbalance (Low),1778220451
E,S_E_146,50.64,32.16,39.18,7.62,390.02,77.76,19.2,Unstable,Potassium Imbalance (Low),1777957651
B,S_B_695,59.75,18.18,72.53,6.16,662.72,74.62,25.1,Unstable,Stable / Optimal,1775981251
D,S_D_718,78.2,20.05,-30.43,6.21,-185.22,115.96,21.7,Unstable,Potassium Imbalance (Low),1775898451
B,S_B_772,49.66,14.54,68.87,6.91,642.03,42.75,29.6,Unstable,Phosphorus Imbalance (Low),1775704051
D,S_D_496,81.71,31.03,9.02,7.62,1317.84,56.29,40.9,Unstable,Stable / Optimal,1776697651
A,S_A_089,49.77,30.0,74.37,6.21,1000.69,53.84,28.4,Unstable,Variable Stability,1778162851
C,S_C_691,11.12,-14.48,-23.92,5.33,-1053.68,9.49,44.9,Unstable,Acidic Trend,1775995651
E,S_E_084,39.32,22.34,83.8,6.98,139.11,51.62,11.3,Unstable,Phosphorus Imbalance (Low),1778180851
B,S_B_300,59.21,31.92,80.46,7.24,517.12,53.87,30.5,Unstable,High Salinity Trend,1777403251
C,S_C_500,-11.19,10.59,34.41,4.47,-365.29,15.72,19.1,Unstable,Acidic Trend,1776683251
B,S_B_208,44.04,41.27,53.97,5.19,740.46,60.21,24.7,Unstable,Acidic Trend,1777734451
C,S_C_1060,-21.46,-1.65,5.06,4.27,1220.4,32.77,21.5,Unstable,Nitrogen Imbalance (Low),1774667251
D,S_D_071,89.76,58.15,-1.21,7.71,1069.27,117.47,21.1,Unstable,Potassium Imbalance (Low),1778227651
D,S_D_1099,-1.9,3.85,71.75,6.87,547.06,54.12,36.9,Unstable,Acidic Trend,1774526851
E,S_E_978,116.96,56.56,33.27,7.1,2307.28,119.2,27.6,Unstable,Potassium Imbalance (Low),1774962451
D,S_D_904,106.84,-9.42,10.01,8.5,861.27,75.4,19.4,Unstable,Potassium Imbalance (Low),1775228851
A,S_A_764,58.57,17.88,77.34,5.38,265.75,36.97,25.6,Stable,Phosphorus Imbalance (Low),1775732851
B,S_B_463,62.3,15.92,90.37,6.51,222.24,57.97,23.5,Unstable,Variable Stability,1776816451
A,S_A_421,30.44,35.38,77.19,6.97,118.24,61.82,26.3,Stable,Variable Stability,1776967651
C,S_C_615,-17.7,1.88,120.22,4.9,901.07,12.37,33.0,Unstable,Acidic Trend,1776269251
C,S_C_185,29.78,45.55,18.84,3.51,209.83,38.35,33.2,Unstable,Stable / Optimal,1777817251
A,S_A_374,42.74,30.78,106.96,6.26,44.86,57.99,28.2,Unstable,Variable Stability,1777136851
E,S_E_232,24.82,11.59,38.74,5.61,458.84,98.48,36.0,Unstable,Potassium Imbalance (Low),1777648051
D,S_D_935,70.22,67.9,47.0,6.92,1229.39,47.39,20.7,Unstable,Variable Stability,1775117251
B,S_B_1174,42.54,-0.43,67.59,5.51,276.49,56.32,34.5,Stable,Stable / Optimal,1774256851
C,S_C_368,33.84,33.35,39.15,3.57,-1286.29,23.97,10.3,Unstable,High Salinity Trend,1777158451
C,S_C_962,38.36,-8.39,85.15,3.5,-1079.58,61.82,22.3,Unstable,Acidic Trend,1775020051
B,S_B_633,51.07,21.74,57.96,4.97,589.04,35.49,26.7,Unstable,Acidic Trend,1776204451
B,S_B_421,22.12,27.04,74.85,5.73,920.17,27.26,25.3,Unstable,Nitrogen Imbalance (Low),1776967651
C,S_C_876,48.19,7.86,104.31,5.99,746.35,29.39,19.2,Unstable,Phosphorus Imbalance (Low),1775329651
A,S_A_539,66.34,26.94,65.74,6.58,433.38,48.11,29.0,Unstable,High Salinity Trend,1776542851
C,S_C_1151,32.11,-0.13,18.63,5.12,16.67,47.56,27.0,Unstable,Phosphorus Imbalance (Low),1774339651
A,S_A_756,46.38,23.33,60.73,6.46,138.08,48.17,31.0,Stable,Stable / Optimal,1775761651
D,S_D_007,45.2,14.02,89.37,6.72,568.7,54.78,12.4,Unstable,High Salinity Trend,1778458051
A,S_A_535,22.93,22.05,28.27,6.62,574.95,41.81,19.3,Stable,Stable / Optimal,1776557251
B,S_B_249,38.57,32.32,63.75,5.89,1181.78,40.87,26.3,Unstable,Variable Stability,1777586851
A,S_A_916,47.06,22.56,35.07,6.75,11.75,37.85,23.5,Unstable,Potassium Imbalance (Low),1775185651
C,S_C_728,29.35,17.97,30.99,4.19,-249.75,-1.9,33.7,Unstable,Acidic Trend,1775862451
E,S_E_140,34.91,26.12,92.64,6.61,1678.57,51.21,20.6,Unstable,Acidic Trend,1777979251
E,S_E_618,14.99,47.42,6.23,5.86,1328.14,50.71,3.8,Unstable,Nitrogen Imbalance (Low),1776258451
A,S_A_182,37.76,29.21,38.27,6.16,976.37,39.81,24.3,Stable,Potassium Imbalance (Low),1777828051
B,S_B_570,57.21,46.14,76.75,6.36,403.2,62.95,21.5,Unstable,Phosphorus Imbalance (Low),1776431251
D,S_D_1010,53.44,60.08,93.7,8.5,384.45,81.54,20.9,Stable,Phosphorus Imbalance (Low),1774847251
C,S_C_430,29.64,7.86,31.38,5.45,470.41,6.85,44.0,Stable,Nitrogen Imbalance (Low),1776935251
C,S_C_914,21.87,30.3,-14.31,4.88,75.61,39.94,8.3,Unstable,Acidic Trend,1775192851
E,S_E_658,-1.16,40.51,99.46,8.5,1582.05,84.59,20.3,Unstable,Nitrogen Imbalance (Low),1776114451
A,S_A_1193,54.73,23.17,80.91,5.76,124.15,53.72,29.1,Unstable,Variable Stability,1774188451
D,S_D_482,11.62,18.02,64.25,6.42,964.24,54.41,29.3,Unstable,Nitrogen Imbalance (Low),1776748051
B,S_B_928,43.93,21.36,46.9,6.01,435.9,62.35,23.5,Stable,Stable / Optimal,1775142451
E,S_E_596,-7.34,16.95,89.8,4.65,2340.83,40.09,39.6,Unstable,Acidic Trend,1776337651
A,S_A_477,55.48,37.39,52.43,7.34,650.11,53.34,22.1,Stable,Potassium Imbalance (Low),1776766051
E,S_E_121,18.76,16.55,48.26,5.13,1682.23,68.79,21.3,Unstable,Acidic Trend,1778047651
B,S_B_124,23.35,18.08,96.38,6.49,835.83,74.72,26.1,Unstable,Nitrogen Imbalance (Low),1778036851
A,S_A_260,67.23,22.22,53.87,7.0,332.2,43.25,34.7,Unstable,High Salinity Trend,1777547251
A,S_A_280,48.59,4.66,67.49,6.8,597.99,46.03,29.7,Unstable,Acidic Trend,1777475251
A,S_A_562,51.72,21.37,48.62,6.69,643.61,36.4,34.4,Unstable,Variable Stability,1776460051
D,S_D_685,28.63,20.07,89.33,7.2,1097.69,74.54,40.9,Unstable,Phosphorus Imbalance (Low),1776017251
A,S_A_199,35.03,28.38,73.28,6.39,-56.95,62.18,31.7,Stable,Stable / Optimal,1777766851
D,S_D_330,49.47,62.08,24.82,5.08,1220.71,106.06,49.2,Unstable,Acidic Trend,1777295251
D,S_D_778,28.74,14.05,-14.66,6.37,716.28,22.79,-1.3,Unstable,Nitrogen Imbalance (Low),1775682451
B,S_B_1076,46.54,17.97,69.97,6.91,272.37,63.19,23.3,Unstable,Potassium Imbalance (Low),1774609651
B,S_B_541,50.13,14.51,75.12,6.54,764.34,57.02,27.9,Unstable,Phosphorus Imbalance (Low),1776535651
B,S_B_692,38.94,7.15,79.14,4.76,-227.24,51.26,41.9,Unstable,Potassium Imbalance (Low),1775992051
B,S_B_660,40.96,22.45,58.06,7.06,268.02,59.86,25.6,Stable,Variable Stability,1776107251
D,S_D_1015,64.95,42.43,45.87,5.52,-388.28,86.16,13.9,Unstable,Nitrogen Imbalance (Low),1774829251
E,S_E_1104,70.24,1.26,128.21,5.69,1231.09,25.13,27.1,Unstable,High Salinity Trend,1774508851
C,S_C_627,26.04,-10.06,16.3,5.09,81.98,27.69,43.8,Stable,Acidic Trend,1776226051
B,S_B_184,58.6,34.28,78.99,4.8,269.54,43.6,36.1,Stable,Acidic Trend,1777820851
B,S_B_892,24.24,9.72,30.15,5.97,-101.87,38.47,22.2,Unstable,Potassium Imbalance (Low),1775272051
C,S_C_677,20.74,-9.45,-2.38,4.37,3.56,70.59,25.9,Stable,Acidic Trend,1776046051
D,S_D_734,64.6,7.53,12.07,6.88,1176.09,86.16,17.3,Unstable,Potassium Imbalance (Low),1775840851
C,S_C_799,37.08,56.64,32.13,5.49,-120.35,-6.19,23.1,Unstable,Acidic Trend,1775606851
B,S_B_400,52.4,18.84,78.59,6.01,804.58,46.98,22.8,Stable,Stable / Optimal,1777043251
C,S_C_175,2.89,19.9,17.74,3.5,-654.97,-11.5,28.2,Unstable,Nitrogen Imbalance (Low),1777853251
B,S_B_527,38.68,27.72,58.78,6.01,854.11,56.67,34.6,Stable,Stable / Optimal,1776586051
C,S_C_838,48.8,10.83,87.36,7.82,257.5,19.93,42.0,Unstable,Phosphorus Imbalance (Low),1775466451
E,S_E_447,47.84,46.61,89.17,5.44,553.66,73.99,-4.5,Stable,Acidic Trend,1776874051
E,S_E_894,73.38,2.64,79.87,4.5,1873.03,-3.01,16.8,Unstable,Variable Stability,1775264851
D,S_D_1067,69.53,0.56,97.03,7.16,2069.04,69.13,26.2,Unstable,Potassium Imbalance (Low),1774642051
D,S_D_1193,27.73,52.2,80.11,6.56,1778.27,75.68,29.3,Unstable,Variable Stability,1774188451
